     Largura       Altura     Profund.        Valor       Numero      Rotacao
         133          382           77          163            1            1
         594          642          677          753            2            1
         155          651          290          733            3            1
         944          220          896          734            4            1
         606           61          753          754            5            1
         866          536          433          514            6            1
         210          343          728          435            7            1
         270          435          526          119            8            1
         245           40          639          422            9            1
         846          795          183          780           10            1
         278          416          399          919           11            1
         305          387           21          774           12            1
         740          236          537          116           13            1
         288          750          459           57           14            1
         436          177          263          484           15            1
           3          860          398          280           16            1
         976          943          491          589           17            1
         874          294          908           25           18            1
         114           13           56          930           19            1
         435           29          475          804           20            1
          62          823          154          890           21            1
         565           53          142          729           22            1
         979          149          672          783           23            1
         714          693          458          713           24            1
          81          359          965          961           25            1
         923          213          713          214           26            1
         704          265          823          449           27            1
         274          570          360          979           28            1
         154          130          794          976           29            1
         948          701           46          765           30            1
         411          781           32           86           31            1
         187          409          144          673           32            1
         459          765          717          774           33            1
         311          349          235          177           34            1
         991          824          374          764           35            1
         363          975           87          533           36            1
         465          688          420          790           37            1
         555          433          476          346           38            1
         822          960          289          725           39            1
         503          417          419          636           40            1
         108           68           63          219           41            1
         607           40          655          266           42            1
         489          679          346          293           43            1
         171          721           88          591           44            1
         536           94          437          993           45            1
         771            8          408          597           46            1
         943          181           35           67           47            1
         332          267          490          754           48            1
         555          369          106          126           49            1
         397          341          999          294           50            1
         125          834          379          774           51            1
          80          989          856          370           52            1
         779          791          418          483           53            1
         237          265          159          800           54            1
         427          774          301          495           55            1
         431          105          139          549           56            1
         366          971          925          140           57            1
          18          345           69          449           58            1
         204          256          215          487           59            1
         415          366            2           80           60            1
         730          704          159          543           61            1
          73          364          684          514           62            1
         401          609          312          532           63            1
         904          409          823          152           64            1
           6          112          936          893           65            1
         175           30          518          397           66            1
         444          361           29          353           67            1
         783          333          231          495           68            1
         669          461          334          973           69            1
         135           14          887          754           70            1
         695          812          250          833           71            1
         191          256          604          706           72            1
         455          794          455          462           73            1
         764          553          431          167           74            1
         488          232          873          566           75            1
         748          103          976          506           76            1
         315          357          772          658           77            1
         704           38          870          169           78            1
         237            1           18          760           79            1
         860          543          902          486           80            1
         365           74          231          290           81            1
         259          145          197          108           82            1
         613          932           95          562           83            1
         503           85          757          511           84            1
         178          211          303          903           85            1
         296          238          829          604           86            1
         603          859          388          245           87            1
         688          505          593          988           88            1
         653          679          787          648           89            1
          60          376          202          488           90            1
         206          450          994          969           91            1
         515          699          143          614           92            1
         809          453          930          251           93            1
          12          348          806          182           94            1
         904          147          714           32           95            1
         341          830          684          287           96            1
         416          982          311          866           97            1
         621          984          221          789           98            1
         984          314          760          514           99            1
         593          354          437          257          100            1
         798          719          168          105          101            1
         597          191          211          836          102            1
         797          582          361          416          103            1
         337           99          329          756          104            1
         517          852          270          107          105            1
         275          138          620          997          106            1
         623          393          321          296          107            1
         972           34          531          126          108            1
         449          305          204          682          109            1
          88          775          306          749          110            1
         396          212          448          806          111            1
         756          954          243          408          112            1
         424          264          619          746          113            1
         308          903          744          380          114            1
         564          717          976          221          115            1
         967          776          219           68          116            1
          19          196          319          651          117            1
         500          175          818          335          118            1
          95          220          837          250          119            1
         342          761          975          949          120            1
         129          352          501          596          121            1
         743          904          406          223          122            1
          84          236           11          985          123            1
         181          443          343          779          124            1
         521          998          669          587          125            1
         418          970            9          990          126            1
         835          714          914           98          127            1
         739          418          545          266          128            1
         842          241          212          362          129            1
         957          200          466          762          130            1
          60          461           81          274          131            1
