     Largura       Altura     Profund.        Valor       Numero      Rotacao
          13            3            4           39            1            1
           7            3            4           26            2            1
           7            3            2           22            3            1
          13            3            2           35            4            1
           7            3            2           20            5            1
          13            4            4           50            6            1
           7            4            4           32            7            1
          13            4            2           42            8            1
          13            5            2           56            9            1
           7            5            2           38           10            1
          13            5            4           66           11            1
           5            5            2           28           12            1
           7            5            2           38           13            1
          13            5            2           56           14            1
           5            6            2           36           15            1
           7            6            4           49           16            1
          13            6            2           64           17            1
          13            6            2           64           18            1
          13            6            4           79           19            1
           5            7            2           39           20            1
          13            7            2           79           21            1
           7            7            2           53           22            1
          13            7            2           74           23            1
          13            8            2           91           24            1
          13            8            4          101           25            1
           5            9            2           56           26            1
          13            9            2           96           27            1
          13            9            4          119           28            1
           5            9            2           54           29            1
          13            9            4          119           30            1
          13            9            4          107           31            1
           7           10            2           73           32            1
           7           10            2           73           33            1
           5           10            2           62           34            1
           5           10            2           60           35            1
           7           10            2           73           36            1
          13           10            2          113           37            1
           7           10            4           90           38            1
           5           11            4           81           39            1
           7           11            4           95           40            1
           5           11            2           66           41            1
           7           11            2           84           42            1
           5           11            2           66           43            1
           5           12            2           68           44            1
           7           12            2           88           45            1
           7           12            4           98           46            1
           7           12            2           83           47            1
           5           12            4           83           48            1
           5           12            2           72           49            1
          13           12            2          142           50            1
          13           13            2          154           51            1
           5           13            2           78           52            1
           7           13            2           99           53            1
          13           13            4          172           54            1
          13           13            4          155           55            1
           7           14            4          114           56            1
          13           14            2          166           57            1
           7           14            4          121           58            1
          13           14            2          166           59            1
           5           14            4          107           60            1
           5           15            2           94           61            1
           7           15            4          130           62            1
           5           15            2           94           63            1
           5           15            4          110           64            1
           5           15            4          103           65            1
           3           13            4           39            1            2
           3            7            4           26            2            2
           3            7            2           22            3            2
           3           13            2           35            4            2
           3            7            2           20            5            2
           4           13            4           50            6            2
           4            7            4           32            7            2
           4           13            2           42            8            2
           5           13            2           56            9            2
           5            7            2           38           10            2
           5           13            4           66           11            2
           5            5            2           28           12            2
           5            7            2           38           13            2
           5           13            2           56           14            2
           6            5            2           36           15            2
           6            7            4           49           16            2
           6           13            2           64           17            2
           6           13            2           64           18            2
           6           13            4           79           19            2
           7            5            2           39           20            2
           7           13            2           79           21            2
           7            7            2           53           22            2
           7           13            2           74           23            2
           8           13            2           91           24            2
           8           13            4          101           25            2
           9            5            2           56           26            2
           9           13            2           96           27            2
           9           13            4          119           28            2
           9            5            2           54           29            2
           9           13            4          119           30            2
           9           13            4          107           31            2
          10            7            2           73           32            2
          10            7            2           73           33            2
          10            5            2           62           34            2
          10            5            2           60           35            2
          10            7            2           73           36            2
          10           13            2          113           37            2
          10            7            4           90           38            2
          11            5            4           81           39            2
          11            7            4           95           40            2
          11            5            2           66           41            2
          11            7            2           84           42            2
          11            5            2           66           43            2
          12            5            2           68           44            2
          12            7            2           88           45            2
          12            7            4           98           46            2
          12            7            2           83           47            2
          12            5            4           83           48            2
          12            5            2           72           49            2
          12           13            2          142           50            2
          13           13            2          154           51            2
          13            5            2           78           52            2
          13            7            2           99           53            2
          13           13            4          172           54            2
          13           13            4          155           55            2
          14            7            4          114           56            2
          14           13            2          166           57            2
          14            7            4          121           58            2
          14           13            2          166           59            2
          14            5            4          107           60            2
          15            5            2           94           61            2
          15            7            4          130           62            2
          15            5            2           94           63            2
          15            5            4          110           64            2
          15            5            4          103           65            2
