     Largura       Altura     Profund.        Valor       Numero      Rotacao
           5            4            4           29            1            1
           7            4            4           34            2            1
           5            5            4           34            3            1
           7            6            4           52            4            1
           7            7            2           53            5            1
          13            9            4          119            6            1
           5           10            2           56            7            1
          13           10            4          119            8            1
           7           10            4           90            9            1
           7           12            2           92           10            1
          13           13            2          148           11            1
           5           15            4          103           12            1
          13           15            2          178           13            1
           5           15            4          110           14            1
           7           15            4          136           15            1
           4            5            4           29            1            2
           4            7            4           34            2            2
           5            5            4           34            3            2
           6            7            4           52            4            2
           7            7            2           53            5            2
           9           13            4          119            6            2
          10            5            2           56            7            2
          10           13            4          119            8            2
          10            7            4           90            9            2
          12            7            2           92           10            2
          13           13            2          148           11            2
          15            5            4          103           12            2
          15           13            2          178           13            2
          15            5            4          110           14            2
          15            7            4          136           15            2
