     Largura       Altura     Profund.        Valor       Numero      Rotacao
         736           87          792          523            1            1
         603          396           82          572            2            1
         288          759          915          128            3            1
         413          833          994          955            4            1
         655          859          775          812            5            1
         690          473          945           92            6            1
         456          647          355          475            7            1
         339          208          636          673            8            1
         956          744          201          752            9            1
         231           36          338          688           10            1
          82          378          497          487           11            1
          54          880          632           74           12            1
          73          812          300          788           13            1
         478          121          999           86           14            1
         305          521          287          302           15            1
         529          576          446          358           16            1
         979          175          124          686           17            1
         130          731          833          210           18            1
         935          852           16          994           19            1
         133          582          787           12           20            1
         377          181          935          482           21            1
         880          980          732          789           22            1
         738          507          239          705           23            1
         834           67          282          287           24            1
         658          866            2          597           25            1
          48          784          675          935           26            1
         819          280          734          110           27            1
         442          180          688          940           28            1
         547          296          699           82           29            1
           5          249          642          770           30            1
         304          709          680           29           31            1
         857          892          439          802           32            1
         668          730          773          642           33            1
         756          111          622          729           34            1
         919          500          432          446           35            1
         851          462           59          549           36            1
         270          285          428          697           37            1
         736          759          666          329           38            1
         603          430          854          844           39            1
         556          338          114          484           40            1
         624          382          513          131           41            1
         715          584          538          947           42            1
         944           52          676           94           43            1
         730          960          561          549           44            1
         833          154           10          789           45            1
         119          838          281          306           46            1
         155          352          657          661           47            1
         975          220          991          440           48            1
         110          462          870          286           49            1
         911          823          996          654           50            1
         790          446          676          445           51            1
          62          794          932          605           52            1
         381          549          859          697           53            1
         141          871          614          557           54            1
         773          111          339          890           55            1
         951          843          133          175           56            1
         145          682          524          560           57            1
         748          460           85          314           58            1
         464          441          197          750           59            1
         852          603          515          385           60            1
         357          964          671          289           61            1
         269          536          428          501           62            1
         689          720          739          767           63            1
         959          715          761          889           64            1
         668          426          237          478           65            1
          92          256          451          478           66            1
         793          779          846          970           67            1
         578          956          620          541           68            1
         456          709          406          177           69            1
         662           61          224          920           70            1
         608          860            7          792           71            1
         475          333          187          208           72            1
        1000          233          374           44           73            1
         295          373          556          743           74            1
         799          508           56          350           75            1
         998          114          629          681           76            1
         837           64          729          582           77            1
          81           59          721          873           78            1
         587          840          555          162           79            1
         663           76          359          904           80            1
         619          806          995          889           81            1
         525          813          844          966           82            1
           2          962          193          579           83            1
         477          589          768          534           84            1
         859          677          967          285           85            1
         482          143          630          781           86            1
          73          319          746          787           87            1
         678          220          751          926           88            1
         223          645          482          215           89            1
         492          625          624          207           90            1
         764          215          140          884           91            1
         479          867          688          892           92            1
         416           78          191          111           93            1
         603          809          541          786           94            1
         962          478          562          736           95            1
          13          935          413          791           96            1
         449          866          416           35           97            1
         650          239          578          525           98            1
         386          729          972          838           99            1
         971          987          251           37          100            1
         201          302           63          590          101            1
         276          759          675          522          102            1
         403          563          982          799          103            1
         251           49          471          340          104            1
         753          499          166          668          105            1
         673          481          489          666          106            1
         565          419          728          127          107            1
         689          561          843          416          108            1
         846          264          231            5          109            1
         760           28          907          880          110            1
         367          123          317          594          111            1
         268          683          340          855          112            1
         889          969          441          379          113            1
         443          143          535          761          114            1
         670          295          186          405          115            1
         997          679           31          728          116            1
         366          863          252          828          117            1
