     Largura       Altura     Profund.        Valor       Numero      Rotacao
           7            3            4           27            1            1
          13            3            2           35            2            1
           7            3            4           24            3            1
          13            3            2           32            4            1
          13            3            2           34            5            1
          13            3            2           35            6            1
           7            4            4           32            7            1
          13            4            2           45            8            1
           7            4            4           36            9            1
           5            4            2           22           10            1
          13            4            4           47           11            1
           5            4            4           30           12            1
           5            4            4           30           13            1
           7            5            4           43           14            1
           5            5            4           38           15            1
          13            5            4           63           16            1
          13            5            4           66           17            1
           7            5            4           43           18            1
           7            6            2           44           19            1
           5            6            4           41           20            1
           7            6            2           41           21            1
           7            6            4           49           22            1
          13            6            4           71           23            1
          13            6            2           64           24            1
           7            6            2           46           25            1
          13            6            4           76           26            1
          13            7            2           74           27            1
           5            7            4           51           28            1
           7            7            4           60           29            1
           5            7            2           39           30            1
           5            7            2           44           31            1
          13            7            2           74           32            1
           5            7            4           48           33            1
           7            7            4           57           34            1
          13            7            2           83           35            1
          13            7            2           83           36            1
           5            7            4           51           37            1
           5            7            2           44           38            1
           7            7            4           60           39            1
           5            7            2           44           40            1
           7            7            4           60           41            1
           7            8            4           65           42            1
           5            8            4           55           43            1
           5            8            2           45           44            1
           7            9            2           69           45            1
          13            9            4          119           46            1
           5            9            4           62           47            1
           7            9            4           78           48            1
          13            9            2          106           49            1
          13            9            2          102           50            1
           7           10            4           90           51            1
           5           10            2           56           52            1
           7           10            4           81           53            1
           7           11            2           81           54            1
           7           11            4           90           55            1
           5           11            2           69           56            1
          13           11            4          131           57            1
           7           11            2           81           58            1
          13           11            2          125           59            1
          13           12            4          143           60            1
           5           12            2           68           61            1
           7           12            4          109           62            1
          13           13            4          165           63            1
           5           13            2           78           64            1
           7           13            2           90           65            1
           7           14            2          103           66            1
           5           14            2           84           67            1
           7           14            2           97           68            1
           7           15            4          130           69            1
          13           15            2          170           70            1
           5           15            2           85           71            1
           7           15            2          103           72            1
          13           15            2          160           73            1
           5           15            4          115           74            1
           7           15            2          110           75            1
           3            7            4           27            1            2
           3           13            2           35            2            2
           3            7            4           24            3            2
           3           13            2           32            4            2
           3           13            2           34            5            2
           3           13            2           35            6            2
           4            7            4           32            7            2
           4           13            2           45            8            2
           4            7            4           36            9            2
           4            5            2           22           10            2
           4           13            4           47           11            2
           4            5            4           30           12            2
           4            5            4           30           13            2
           5            7            4           43           14            2
           5            5            4           38           15            2
           5           13            4           63           16            2
           5           13            4           66           17            2
           5            7            4           43           18            2
           6            7            2           44           19            2
           6            5            4           41           20            2
           6            7            2           41           21            2
           6            7            4           49           22            2
           6           13            4           71           23            2
           6           13            2           64           24            2
           6            7            2           46           25            2
           6           13            4           76           26            2
           7           13            2           74           27            2
           7            5            4           51           28            2
           7            7            4           60           29            2
           7            5            2           39           30            2
           7            5            2           44           31            2
           7           13            2           74           32            2
           7            5            4           48           33            2
           7            7            4           57           34            2
           7           13            2           83           35            2
           7           13            2           83           36            2
           7            5            4           51           37            2
           7            5            2           44           38            2
           7            7            4           60           39            2
           7            5            2           44           40            2
           7            7            4           60           41            2
           8            7            4           65           42            2
           8            5            4           55           43            2
           8            5            2           45           44            2
           9            7            2           69           45            2
           9           13            4          119           46            2
           9            5            4           62           47            2
           9            7            4           78           48            2
           9           13            2          106           49            2
           9           13            2          102           50            2
          10            7            4           90           51            2
          10            5            2           56           52            2
          10            7            4           81           53            2
          11            7            2           81           54            2
          11            7            4           90           55            2
          11            5            2           69           56            2
          11           13            4          131           57            2
          11            7            2           81           58            2
          11           13            2          125           59            2
          12           13            4          143           60            2
          12            5            2           68           61            2
          12            7            4          109           62            2
          13           13            4          165           63            2
          13            5            2           78           64            2
          13            7            2           90           65            2
          14            7            2          103           66            2
          14            5            2           84           67            2
          14            7            2           97           68            2
          15            7            4          130           69            2
          15           13            2          170           70            2
          15            5            2           85           71            2
          15            7            2          103           72            2
          15           13            2          160           73            2
          15            5            4          115           74            2
          15            7            2          110           75            2
