     Largura       Altura     Profund.        Valor       Numero      Rotacao
          13            3            4           39            1            1
           5            3            2           17            2            1
           7            3            2           23            3            1
           7            3            4           27            4            1
          13            3            2           32            5            1
           5            3            4           20            6            1
           7            3            4           27            7            1
           5            4            2           24            8            1
          13            4            2           42            9            1
           5            4            2           25           10            1
           7            4            4           32           11            1
           7            5            2           34           12            1
           5            6            4           41           13            1
           7            6            2           44           14            1
          13            6            2           64           15            1
          13            7            4           89           16            1
           5            7            4           48           17            1
           5            8            4           58           18            1
          13            9            4          107           19            1
          13            9            4          119           20            1
           7            9            4           73           21            1
           5            9            2           54           22            1
          13            9            2          102           23            1
           7           10            2           69           24            1
          13           10            2          107           25            1
          13           10            2          107           26            1
          13           10            4          127           27            1
           7           10            2           76           28            1
          13           11            4          131           29            1
          13           12            4          159           30            1
           5           12            2           72           31            1
           7           12            4          109           32            1
           7           13            2           99           33            1
          13           13            2          148           34            1
           7           13            4          113           35            1
          13           14            2          166           36            1
           7           14            2          103           37            1
          13           14            2          159           38            1
           5           15            2           90           39            1
           7           15            2          103           40            1
           5           15            4          103           41            1
          13           15            2          170           42            1
           7           15            2          110           43            1
           7           15            4          130           44            1
          13           15            4          190           45            1
           3           13            4           39            1            2
           3            5            2           17            2            2
           3            7            2           23            3            2
           3            7            4           27            4            2
           3           13            2           32            5            2
           3            5            4           20            6            2
           3            7            4           27            7            2
           4            5            2           24            8            2
           4           13            2           42            9            2
           4            5            2           25           10            2
           4            7            4           32           11            2
           5            7            2           34           12            2
           6            5            4           41           13            2
           6            7            2           44           14            2
           6           13            2           64           15            2
           7           13            4           89           16            2
           7            5            4           48           17            2
           8            5            4           58           18            2
           9           13            4          107           19            2
           9           13            4          119           20            2
           9            7            4           73           21            2
           9            5            2           54           22            2
           9           13            2          102           23            2
          10            7            2           69           24            2
          10           13            2          107           25            2
          10           13            2          107           26            2
          10           13            4          127           27            2
          10            7            2           76           28            2
          11           13            4          131           29            2
          12           13            4          159           30            2
          12            5            2           72           31            2
          12            7            4          109           32            2
          13            7            2           99           33            2
          13           13            2          148           34            2
          13            7            4          113           35            2
          14           13            2          166           36            2
          14            7            2          103           37            2
          14           13            2          159           38            2
          15            5            2           90           39            2
          15            7            2          103           40            2
          15            5            4          103           41            2
          15           13            2          170           42            2
          15            7            2          110           43            2
          15            7            4          130           44            2
          15           13            4          190           45            2
