     Largura       Altura     Profund.        Valor       Numero      Rotacao
         807          953          273          544            1            1
         731          652          227           78            2            1
         638          206          207          291            3            1
         785          815          568          752            4            1
         553          760          816          376            5            1
         754          396          665          201            6            1
         868          971          928          894            7            1
          70            8          779          551            8            1
         936          755          437          531            9            1
         188          780          170          927           10            1
         251          384          744          383           11            1
         574           51          841          721           12            1
         763          164          572          855           13            1
         864          758          872          541           14            1
           4          544          738          968           15            1
         216          795          702          850           16            1
         291          183          871          114           17            1
         617          478          617          833           18            1
         595           57          798          844           19            1
         561          770          191          349           20            1
         730          866          743          417           21            1
         361          764          397          846           22            1
         122          269          750          881           23            1
          76          611          573          712           24            1
         949          778          167          106           25            1
         657          561          595          942           26            1
         472           83          649          319           27            1
         868          125          837          543           28            1
         510          838          152          768           29            1
         180          681          949          755           30            1
         570          593          354          863           31            1
         532          926          822          911           32            1
         407          347          437           36           33            1
          84          479          134          985           34            1
         486          555          288          240           35            1
         940          982          915          637           36            1
         257          344          657          892           37            1
         251           55          433          676           38            1
         847          188          967          646           39            1
         312          763          296          855           40            1
         355          741           23          422           41            1
         763          164           56          348           42            1
         451          529          652          431           43            1
         953          725          953          851           44            1
         437          732          107          928           45            1
         878          118          986          645           46            1
          16          995          318          610           47            1
         550          955          602          972           48            1
         613          350          128           22           49            1
         501          880          469          548           50            1
         655          631          298          987           51            1
          98          272          494          765           52            1
         279          109           55          223           53            1
         668          441           38           10           54            1
         533          238          824          742           55            1
         943          197          737          560           56            1
         229          993          844          637           57            1
         971          231          428          986           58            1
         528          238          978          428           59            1
         301          637          167          886           60            1
         488          284          368          594           61            1
         733          886           40          404           62            1
         717          172          186          678           63            1
         328          768           73          377           64            1
         655          226           76          308           65            1
         507          272            7          895           66            1
         133          924          912          430           67            1
         402          386          511          426           68            1
         296          176            9          341           69            1
         717          337          817          399           70            1
         565          742          402            7           71            1
         480          608           93          254           72            1
         734          569           25          239           73            1
         353          730           40          623           74            1
         684          254          921          414           75            1
         528           49          810          514           76            1
         394          694          150          448           77            1
         572          883          840          313           78            1
         773          346          117          379           79            1
         459          321          464          193           80            1
          38          678          200          259           81            1
