     Largura       Altura     Profund.        Valor       Numero      Rotacao
           5            3            4           20            1            1
          13            3            4           38            2            1
           7            3            2           22            3            1
           5            3            2           18            4            1
           7            3            4           26            5            1
           5            3            2           18            6            1
           5            3            4           23            7            1
           5            3            4           20            8            1
           7            3            2           23            9            1
           7            3            4           26           10            1
           5            3            2           17           11            1
          13            3            2           32           12            1
           5            3            2           18           13            1
           5            3            4           20           14            1
           7            3            2           23           15            1
           7            3            4           24           16            1
           5            3            4           22           17            1
           7            3            4           27           18            1
           5            4            2           22           19            1
           7            4            4           36           20            1
          13            4            4           50           21            1
           5            4            4           27           22            1
          13            4            2           47           23            1
           7            4            4           34           24            1
          13            4            4           47           25            1
          13            4            4           50           26            1
          13            4            2           47           27            1
          13            4            4           47           28            1
           5            4            2           22           29            1
           7            4            2           27           30            1
           7            4            4           32           31            1
           5            4            2           25           32            1
           7            4            4           32           33            1
           5            5            2           28           34            1
          13            5            2           56           35            1
           5            5            4           36           36            1
           7            5            2           38           37            1
           7            5            2           38           38            1
          13            5            2           59           39            1
           7            5            2           34           40            1
          13            5            2           59           41            1
           7            5            2           34           42            1
           7            5            2           38           43            1
          13            5            2           53           44            1
           5            5            4           38           45            1
          13            5            2           59           46            1
          13            5            4           59           47            1
           7            6            2           41           48            1
           7            6            2           46           49            1
           7            6            2           41           50            1
           7            6            2           44           51            1
           5            6            4           41           52            1
           7            6            4           54           53            1
          13            6            4           76           54            1
          13            6            2           71           55            1
           5            6            2           36           56            1
           5            6            2           37           57            1
           7            6            4           54           58            1
          13            6            2           68           59            1
           5            6            2           34           60            1
           7            6            4           49           61            1
          13            6            2           64           62            1
           5            6            4           41           63            1
           5            6            4           41           64            1
          13            6            4           71           65            1
          13            6            4           79           66            1
           7            6            2           41           67            1
          13            6            4           79           68            1
           7            7            4           60           69            1
          13            7            4           92           70            1
           7            7            2           53           71            1
           7            7            2           53           72            1
           5            7            4           51           73            1
           5            7            4           48           74            1
           5            7            4           48           75            1
           5            7            4           48           76            1
           5            7            4           51           77            1
          13            7            4           89           78            1
           7            7            2           53           79            1
           5            7            4           53           80            1
           7            7            4           60           81            1
           7            7            2           53           82            1
           5            7            4           51           83            1
          13            7            2           79           84            1
           5            7            4           51           85            1
           5            7            4           53           86            1
           5            7            2           42           87            1
          13            7            4           83           88            1
          13            7            4           83           89            1
           7            7            2           48           90            1
          13            7            4           83           91            1
           7            7            4           60           92            1
          13            7            2           74           93            1
           7            7            4           60           94            1
           5            8            4           55           95            1
           5            8            2           48           96            1
           5            8            2           50           97            1
          13            8            4           95           98            1
          13            8            2           95           99            1
           5            8            4           61          100            1
           7            8            4           69          101            1
          13            8            2           91          102            1
           7            8            2           58          103            1
          13            8            2           95          104            1
           5            8            2           50          105            1
           5            8            2           45          106            1
           7            8            4           65          107            1
           5            8            2           45          108            1
          13            8            4          101          109            1
           5            8            2           45          110            1
           7            8            4           72          111            1
           7            9            2           62          112            1
           5            9            4           62          113            1
           5            9            2           51          114            1
          13            9            4          107          115            1
           7            9            4           73          116            1
           7            9            4           78          117            1
           5            9            4           69          118            1
           7            9            4           81          119            1
           7            9            4           78          120            1
           5            9            4           69          121            1
           7            9            4           78          122            1
           7            9            2           62          123            1
           5            9            4           66          124            1
           5            9            2           56          125            1
           5           10            2           60          126            1
          13           10            2          107          127            1
           7           10            4           81          128            1
          13           10            4          127          129            1
           7           10            4           90          130            1
           7           10            2           73          131            1
          13           10            2          113          132            1
           7           10            2           73          133            1
           5           10            2           56          134            1
          13           10            4          127          135            1
           5           10            4           76          136            1
          13           10            2          107          137            1
           7           10            2           73          138            1
           7           10            2           69          139            1
           7           10            2           76          140            1
           5           11            4           84          141            1
          13           11            4          146          142            1
           5           11            2           66          143            1
           7           11            4           90          144            1
           5           11            4           76          145            1
           5           11            2           66          146            1
          13           11            2          125          147            1
           5           11            2           69          148            1
           7           11            4           99          149            1
           7           11            4           90          150            1
           7           11            4           90          151            1
           7           12            2           88          152            1
          13           12            4          143          153            1
           5           12            4           92          154            1
          13           12            4          159          155            1
           5           12            4           83          156            1
           5           12            2           68          157            1
          13           12            4          159          158            1
           7           12            2           83          159            1
           5           12            4           92          160            1
          13           12            4          152          161            1
           5           12            4           92          162            1
           7           12            4           98          163            1
          13           12            2          142          164            1
          13           12            4          159          165            1
           7           13            4          106          166            1
          13           13            4          165          167            1
           5           13            2           78          168            1
          13           13            4          155          169            1
           5           13            4           99          170            1
           7           13            2           90          171            1
           7           13            4          118          172            1
           7           13            2           90          173            1
           5           13            2           73          174            1
           5           13            2           73          175            1
          13           13            2          154          176            1
           5           13            4           95          177            1
          13           13            4          155          178            1
           5           13            2           78          179            1
          13           14            2          166          180            1
           7           14            4          121          181            1
          13           14            2          166          182            1
           7           14            2          107          183            1
          13           14            4          178          184            1
           7           14            2           97          185            1
          13           14            2          166          186            1
           7           14            4          121          187            1
          13           14            4          185          188            1
          13           15            4          199          189            1
           7           15            2          115          190            1
           7           15            2          115          191            1
           5           15            2           90          192            1
           7           15            2          110          193            1
          13           15            2          178          194            1
           7           15            2          110          195            1
          13           15            2          178          196            1
           7           15            4          122          197            1
           5           15            2           94          198            1
           7           15            2          103          199            1
           5           15            4          110          200            1
           3            5            4           20            1            2
           3           13            4           38            2            2
           3            7            2           22            3            2
           3            5            2           18            4            2
