     Largura       Altura     Profund.        Valor       Numero      Rotacao
          13            3            2           32            1            1
           7            3            4           24            2            1
          13            3            4           39            3            1
           7            3            4           26            4            1
           5            3            4           20            5            1
          13            3            4           38            6            1
           5            4            4           29            7            1
           5            4            4           27            8            1
           7            4            4           36            9            1
           5            4            2           22           10            1
          13            4            4           47           11            1
          13            4            2           42           12            1
           7            4            4           36           13            1
           7            5            4           45           14            1
           5            5            2           30           15            1
           7            5            2           38           16            1
           7            5            4           43           17            1
          13            5            2           59           18            1
          13            6            4           76           19            1
           7            6            4           49           20            1
          13            6            2           64           21            1
          13            6            2           64           22            1
           5            6            2           37           23            1
           7            6            4           54           24            1
           5            6            4           41           25            1
           5            6            2           36           26            1
          13            7            2           83           27            1
           5            7            4           51           28            1
           7            7            2           53           29            1
          13            7            4           83           30            1
          13            7            2           74           31            1
           5            7            4           51           32            1
           5            7            4           48           33            1
           7            7            4           63           34            1
           5            7            2           39           35            1
           7            7            2           51           36            1
           7            7            4           60           37            1
           5            7            4           48           38            1
           5            7            4           48           39            1
           7            7            2           53           40            1
          13            7            2           79           41            1
           5            7            4           51           42            1
           7            8            2           55           43            1
          13            8            4          101           44            1
          13            8            2           91           45            1
           7            9            4           73           46            1
           5            9            2           54           47            1
           7            9            4           78           48            1
           7            9            2           62           49            1
           7            9            2           62           50            1
           5            9            4           62           51            1
          13           10            2          118           52            1
           7           10            4           87           53            1
          13           10            4          132           54            1
          13           10            2          113           55            1
           5           11            2           66           56            1
           7           11            2           84           57            1
          13           11            2          125           58            1
           5           11            2           62           59            1
           7           11            4           99           60            1
           7           11            2           76           61            1
           5           11            2           69           62            1
           7           11            2           81           63            1
           7           12            2           88           64            1
          13           12            4          152           65            1
           5           12            2           68           66            1
           7           13            4          118           67            1
          13           13            4          155           68            1
           5           13            2           78           69            1
           7           13            4          106           70            1
           5           14            2           79           71            1
           7           14            4          127           72            1
           5           14            4           97           73            1
           7           15            2          110           74            1
           7           15            2          110           75            1
           7           15            2          110           76            1
          13           15            2          170           77            1
           5           15            4          115           78            1
           7           15            4          122           79            1
           5           15            4          115           80            1
           3           13            2           32            1            2
           3            7            4           24            2            2
           3           13            4           39            3            2
           3            7            4           26            4            2
           3            5            4           20            5            2
           3           13            4           38            6            2
           4            5            4           29            7            2
           4            5            4           27            8            2
           4            7            4           36            9            2
           4            5            2           22           10            2
           4           13            4           47           11            2
           4           13            2           42           12            2
           4            7            4           36           13            2
           5            7            4           45           14            2
           5            5            2           30           15            2
           5            7            2           38           16            2
           5            7            4           43           17            2
           5           13            2           59           18            2
           6           13            4           76           19            2
           6            7            4           49           20            2
           6           13            2           64           21            2
           6           13            2           64           22            2
           6            5            2           37           23            2
           6            7            4           54           24            2
           6            5            4           41           25            2
           6            5            2           36           26            2
           7           13            2           83           27            2
           7            5            4           51           28            2
           7            7            2           53           29            2
           7           13            4           83           30            2
           7           13            2           74           31            2
           7            5            4           51           32            2
           7            5            4           48           33            2
           7            7            4           63           34            2
           7            5            2           39           35            2
           7            7            2           51           36            2
           7            7            4           60           37            2
           7            5            4           48           38            2
           7            5            4           48           39            2
           7            7            2           53           40            2
           7           13            2           79           41            2
           7            5            4           51           42            2
           8            7            2           55           43            2
           8           13            4          101           44            2
           8           13            2           91           45            2
           9            7            4           73           46            2
           9            5            2           54           47            2
           9            7            4           78           48            2
           9            7            2           62           49            2
           9            7            2           62           50            2
           9            5            4           62           51            2
          10           13            2          118           52            2
          10            7            4           87           53            2
          10           13            4          132           54            2
          10           13            2          113           55            2
          11            5            2           66           56            2
          11            7            2           84           57            2
          11           13            2          125           58            2
          11            5            2           62           59            2
          11            7            4           99           60            2
          11            7            2           76           61            2
          11            5            2           69           62            2
          11            7            2           81           63            2
          12            7            2           88           64            2
          12           13            4          152           65            2
          12            5            2           68           66            2
          13            7            4          118           67            2
          13           13            4          155           68            2
          13            5            2           78           69            2
          13            7            4          106           70            2
          14            5            2           79           71            2
          14            7            4          127           72            2
          14            5            4           97           73            2
          15            7            2          110           74            2
          15            7            2          110           75            2
          15            7            2          110           76            2
          15           13            2          170           77            2
          15            5            4          115           78            2
          15            7            4          122           79            2
          15            5            4          115           80            2
