     Largura       Altura     Profund.        Valor       Numero      Rotacao
         710          817          348          582            1            1
         517          142          344          585            2            1
         722          641          160          974            3            1
         494          576          841          103            4            1
         698          773          775          253            5            1
         952          652          368          143            6            1
          82          774          708          557            7            1
         202          735          608          712            8            1
         206          466          125           53            9            1
         980          390          676          553           10            1
         236          629          682           77           11            1
         135          441          369          943           12            1
         460          742          588          879           13            1
          76          483          289          637           14            1
          97          300          538          397           15            1
         445           33          700          195           16            1
         947          185          525          102           17            1
         486          969          369           12           18            1
         621          489          856          809           19            1
         645          283          650          872           20            1
         683           37          873          718           21            1
         747          222          456          926           22            1
         253          238          119          921           23            1
         578          307           66          611           24            1
         242          144          264          271           25            1
         987           20          527          763           26            1
         690          545          709          345           27            1
          33           42          640          649           28            1
         122          983          488          796           29            1
         586          962          302          715           30            1
         546          303          221          567           31            1
         241          833          816          807           32            1
         370          699           26          883           33            1
         138          466          457          923           34            1
         440          284          270          976           35            1
         505          622          641          215           36            1
         377          572           20          544           37            1
         523          643          583          537           38            1
         353          552           21          649           39            1
         886          112          737          772           40            1
         691          261          489          134           41            1
         162          427          435          601           42            1
         659          504          180          273           43            1
          24          660          530          981           44            1
         810          745          836          877           45            1
          97          580          889          231           46            1
         350          362          416          452           47            1
         402          346          161          585           48            1
         459          489          643          875           49            1
         832          385          232          614           50            1
         817          710          348          582            1            2
         142          517          344          585            2            2
         641          722          160          974            3            2
         576          494          841          103            4            2
         773          698          775          253            5            2
         652          952          368          143            6            2
         774           82          708          557            7            2
         735          202          608          712            8            2
         466          206          125           53            9            2
         390          980          676          553           10            2
         629          236          682           77           11            2
         441          135          369          943           12            2
         742          460          588          879           13            2
         483           76          289          637           14            2
         300           97          538          397           15            2
          33          445          700          195           16            2
         185          947          525          102           17            2
         969          486          369           12           18            2
         489          621          856          809           19            2
         283          645          650          872           20            2
          37          683          873          718           21            2
         222          747          456          926           22            2
         238          253          119          921           23            2
         307          578           66          611           24            2
         144          242          264          271           25            2
          20          987          527          763           26            2
         545          690          709          345           27            2
          42           33          640          649           28            2
         983          122          488          796           29            2
         962          586          302          715           30            2
         303          546          221          567           31            2
         833          241          816          807           32            2
         699          370           26          883           33            2
         466          138          457          923           34            2
         284          440          270          976           35            2
         622          505          641          215           36            2
         572          377           20          544           37            2
         643          523          583          537           38            2
         552          353           21          649           39            2
         112          886          737          772           40            2
         261          691          489          134           41            2
         427          162          435          601           42            2
         504          659          180          273           43            2
         660           24          530          981           44            2
         745          810          836          877           45            2
         580           97          889          231           46            2
         362          350          416          452           47            2
         346          402          161          585           48            2
         489          459          643          875           49            2
         385          832          232          614           50            2
