     Largura       Altura     Profund.        Valor       Numero      Rotacao
           7            3            2           23            1            1
           7            3            4           27            2            1
          13            4            4           53            3            1
           5            4            2           25            4            1
          13            4            2           45            5            1
           5            5            4           34            6            1
           7            6            2           44            7            1
           5            7            4           53            8            1
           5            9            4           69            9            1
           5            9            2           51           10            1
          13            9            4          107           11            1
          13           10            2          118           12            1
           5           10            2           60           13            1
           7           10            4           87           14            1
          13           10            2          113           15            1
           5           12            2           75           16            1
           7           12            2           83           17            1
          13           13            2          148           18            1
           5           14            4           97           19            1
          13           15            2          170           20            1
           5           15            4          115           21            1
           7           15            2          115           22            1
           7           15            2          115           23            1
          13           15            4          199           24            1
           5           15            2           90           25            1
           3            7            2           23            1            2
           3            7            4           27            2            2
           4           13            4           53            3            2
           4            5            2           25            4            2
           4           13            2           45            5            2
           5            5            4           34            6            2
           6            7            2           44            7            2
           7            5            4           53            8            2
           9            5            4           69            9            2
           9            5            2           51           10            2
           9           13            4          107           11            2
          10           13            2          118           12            2
          10            5            2           60           13            2
          10            7            4           87           14            2
          10           13            2          113           15            2
          12            5            2           75           16            2
          12            7            2           83           17            2
          13           13            2          148           18            2
          14            5            4           97           19            2
          15           13            2          170           20            2
          15            5            4          115           21            2
          15            7            2          115           22            2
          15            7            2          115           23            2
          15           13            4          199           24            2
          15            5            2           90           25            2
