     Largura       Altura     Profund.        Valor       Numero      Rotacao
           7            3            2           20            1            1
          13            3            4           35            2            1
          13            3            2           35            3            1
           7            3            4           27            4            1
          13            3            4           38            5            1
           7            4            4           32            6            1
           7            4            4           32            7            1
           7            5            4           43            8            1
           5            5            2           28            9            1
           7            5            4           45           10            1
          13            5            4           66           11            1
          13            5            4           63           12            1
           7            5            2           36           13            1
          13            5            4           66           14            1
          13            5            4           63           15            1
           5            6            4           41           16            1
           7            6            2           44           17            1
           7            6            4           52           18            1
           7            7            4           60           19            1
          13            7            2           83           20            1
          13            7            2           79           21            1
           7            8            4           72           22            1
          13            8            4           95           23            1
           7            8            4           72           24            1
           7            8            4           72           25            1
           7            8            4           65           26            1
          13            8            4          106           27            1
          13            9            4          107           28            1
          13            9            4          114           29            1
          13            9            4          107           30            1
           7            9            2           62           31            1
           7           10            2           69           32            1
          13           10            4          119           33            1
           5           10            4           69           34            1
           7           11            4           95           35            1
          13           11            4          146           36            1
           5           11            2           62           37            1
          13           11            4          146           38            1
           7           11            4           99           39            1
           7           11            4           90           40            1
           7           11            4           90           41            1
           7           11            4           90           42            1
          13           11            2          130           43            1
          13           12            4          152           44            1
          13           12            2          128           45            1
          13           12            2          136           46            1
          13           13            2          139           47            1
          13           13            4          172           48            1
          13           13            2          139           49            1
          13           13            2          154           50            1
           7           14            4          127           51            1
           7           14            2          107           52            1
          13           15            2          170           53            1
           5           15            4          110           54            1
           7           15            2          115           55            1
           3            7            2           20            1            2
           3           13            4           35            2            2
           3           13            2           35            3            2
           3            7            4           27            4            2
           3           13            4           38            5            2
           4            7            4           32            6            2
           4            7            4           32            7            2
           5            7            4           43            8            2
           5            5            2           28            9            2
           5            7            4           45           10            2
           5           13            4           66           11            2
           5           13            4           63           12            2
           5            7            2           36           13            2
           5           13            4           66           14            2
           5           13            4           63           15            2
           6            5            4           41           16            2
           6            7            2           44           17            2
           6            7            4           52           18            2
           7            7            4           60           19            2
           7           13            2           83           20            2
           7           13            2           79           21            2
           8            7            4           72           22            2
           8           13            4           95           23            2
           8            7            4           72           24            2
           8            7            4           72           25            2
           8            7            4           65           26            2
           8           13            4          106           27            2
           9           13            4          107           28            2
           9           13            4          114           29            2
           9           13            4          107           30            2
           9            7            2           62           31            2
          10            7            2           69           32            2
          10           13            4          119           33            2
          10            5            4           69           34            2
          11            7            4           95           35            2
          11           13            4          146           36            2
          11            5            2           62           37            2
          11           13            4          146           38            2
          11            7            4           99           39            2
          11            7            4           90           40            2
          11            7            4           90           41            2
          11            7            4           90           42            2
          11           13            2          130           43            2
          12           13            4          152           44            2
          12           13            2          128           45            2
          12           13            2          136           46            2
          13           13            2          139           47            2
          13           13            4          172           48            2
          13           13            2          139           49            2
          13           13            2          154           50            2
          14            7            4          127           51            2
          14            7            2          107           52            2
          15           13            2          170           53            2
          15            5            4          110           54            2
          15            7            2          115           55            2
