     Largura       Altura     Profund.        Valor       Numero      Rotacao
         304          421          590          470            1            1
         995          697          905          618            2            1
         283           24          411          725            3            1
         830          171          532          779            4            1
         781          946          107          153            5            1
         597          650          518          902            6            1
         990          600          169          759            7            1
         278          525          924          113            8            1
         434          547          420          939            9            1
         320          645          243          817           10            1
         443            4          737            2           11            1
         576          952          754          968           12            1
         943          768           18          416           13            1
         215          638          991          748           14            1
         795          376          648          353           15            1
         941          159          738          940           16            1
          51          420          981          834           17            1
         284          126          121           35           18            1
         397          876          658          124           19            1
         986          111          661          290           20            1
           9          682          509          699           21            1
         802           47          218          787           22            1
         612          354          734          592           23            1
         216          669          913          725           24            1
         891          310          870          543           25            1
         109          640          561          739           26            1
         380          906          317          225           27            1
         968          847          531          388           28            1
         784          846          119          761           29            1
         461          464          707            4           30            1
         296           13          767          340           31            1
         755          316          145          913           32            1
         342          194           25          687           33            1
          57          471           39          748           34            1
         470          642          248          475           35            1
          89          913          894          557           36            1
         883          320            3          497           37            1
         845          964          717          872           38            1
         723           33          435          969           39            1
         347          571          129          169           40            1
         435          194          284          548           41            1
          22          601           41          793           42            1
         121          452          906          193           43            1
         702          816          116          384           44            1
         296          381          651          337           45            1
          52           61          651          967           46            1
         317          208           99          334           47            1
         105          785          436            6           48            1
         803          756          489          649           49            1
         673          390          806          925           50            1
         912          970          342          628           51            1
         609          689          221          873           52            1
          81          483          629          928           53            1
         936          994          818          355           54            1
         799          380          471          436           55            1
         975          219          635          396           56            1
         760          610          698          605           57            1
         254          624          984          277           58            1
         962          680          623          324           59            1
         289          313          304          729           60            1
          85          659          456          763           61            1
         564          453          479          495           62            1
         502          293          324          129           63            1
         421          149          976          305           64            1
         758          883          748          168           65            1
         356          318           77           50           66            1
         447           41          437          849           67            1
         328          464          620          522           68            1
         522          715          983          504           69            1
         578          524           94          812           70            1
         971          557          775          884           71            1
         765          544          207          232           72            1
         180          542          434          325           73            1
         672           54          577           88           74            1
         310          109          147          119           75            1
         127          450          731          247           76            1
         658           84          522          998           77            1
         250          379          544          169           78            1
         476          777          709          848           79            1
         509          814          687          745           80            1
         687          855          865          568           81            1
         621          125          627          965           82            1
         616          736          182          937           83            1
         477          790          114          283           84            1
         732          773          541          125           85            1
         510          984          961          914           86            1
         545          280          329          898           87            1
          77          563          778          778           88            1
         457           16          280          736           89            1
         770          143          764           84           90            1
         696          759          991           55           91            1
         249          130          926          294           92            1
         407          904          849          603           93            1
         622          547          971          892           94            1
         268          962          320          740           95            1
         137          719          241          446           96            1
         734          837          264           91           97            1
         960          569          272          125           98            1
         178          499          442          599           99            1
         950          848           25          572          100            1
         633          240          512          800          101            1
         145          189          418          965          102            1
          30          108          772          180          103            1
         343          931           74           32          104            1
         307          425          722          928          105            1
         292          403           55          575          106            1
         417          878          721          801          107            1
         278          746          949          678          108            1
         498          934           41          623          109            1
         879          335          622          361          110            1
         301          588          749          486          111            1
         211           16          349          165          112            1
         580          539          854          388          113            1
         257          677          396          456          114            1
         319          633          987          549          115            1
         827          168          339          806          116            1
         309          347          326           45          117            1
         589          943          533          819          118            1
         663          457          854          983          119            1
         872          539          819          878          120            1
         578          915          268          616          121            1
         573          304          933          720          122            1
         517           69          917          491          123            1
         658          971          284          896          124            1
         197          401          184          985          125            1
         268          104          515          631          126            1
         101          573          347          732          127            1
         154          133           81          550          128            1
         859          102           76          970          129            1
          91          430          209          175          130            1
         469          892           61          655          131            1
         867          917          593          385          132            1
         179          935          843           65          133            1
         592           70          281          809          134            1
         961          867          259          893          135            1
         384           37           26          640          136            1
         862          144          196          262          137            1
         943          524           24          487          138            1
         210          907          834          994          139            1
         343          626          727           20          140            1
         970          720          871          579          141            1
         267          339          768          657          142            1
         531          370          544          118          143            1
         547          994          802          952          144            1
         967          444          410          824          145            1
         830          609          994          392          146            1
         616          445          716          447          147            1
         353          528          481          181          148            1
          31            7           35          677          149            1
         649           76          200          736          150            1
         800          416          708          599          151            1
         836          948          351          727          152            1
         138          848          438          850          153            1
         348           24          641           65          154            1
         310          997           74           95          155            1
         378          610          988          253          156            1
         554          115          308           52          157            1
         674          672          897          597          158            1
         893          338          731           63          159            1
         587          554          979           85          160            1
         982          720          398          322          161            1
         487          388           76          448          162            1
         201          120          481          330          163            1
         139          870          618          858          164            1
         981          327          754          621          165            1
         273          926          363          877          166            1
         761           15           44          454          167            1
         699          386          701          312          168            1
         170          482          471          193          169            1
         581          409          127          591          170            1
         660          594          541          894          171            1
         652          530          175          416          172            1
         127          909          535          685          173            1
         451          279          596          328          174            1
         382          927          638          703          175            1
         161          943          667           58          176            1
         247          850           78          853          177            1
         865           23          160          669          178            1
         764          287          312          993          179            1
         299          212          763          234          180            1
         292          850          175          398          181            1
         595          521          117          533          182            1
         319          751          833          210          183            1
         744          901          322          583          184            1
         162          307          511          977          185            1
         719          217           80          128          186            1
         379          893           83          640          187            1
         499          905          993          313          188            1
         874          587           22          572          189            1
          53          821            4          298          190            1
         556          187          117          676          191            1
         224          536          322          267          192            1
         970          949          251          586          193            1
         254          335          594          596          194            1
         610          481          916          839          195            1
         152          800           16          969          196            1
         755          655          666          155          197            1
         488          507          878          661          198            1
         854           64           92          959          199            1
         381          716           96          611          200            1
         940          768          750          828          201            1
          74          338          366           61          202            1
         250          536          896          737          203            1
         833          800          888          932          204            1
         495          952          568           60          205            1
         702          115          512          513          206            1
         643           93          655          582          207            1
         546          491          245          194          208            1
         112          163          952          843          209            1
         313          458          666           45          210            1
         543          617          898          670          211            1
          21          551           70          699          212            1
         335          658          514          809          213            1
         159          373          241          197          214            1
         406          186          626          952          215            1
         508          147          172          758          216            1
         807          395          563          859          217            1
         462          190          159          888          218            1
         125          533          593          575          219            1
         401          555          770          581          220            1
           1          489          344          747          221            1
         687          977          394          866          222            1
         958          459          640           23          223            1
         181          991          647          156          224            1
         510          256          945          180          225            1
         569          818          838          278          226            1
         964          657          595          376          227            1
         969          824          903          613          228            1
         146          838          394          489          229            1
         619          718          525          665          230            1
         914           63          407          244          231            1
         101           36          490          741          232            1
         210          916          919           75          233            1
         176           71          936          953          234            1
         904          250          193          915          235            1
         865          432          231          387          236            1
         940          335          556          204          237            1
         481          325          906          301          238            1
         729          168            7          463          239            1
         113          255          849          598          240            1
         511           16          430          744          241            1
         530          543          581          490          242            1
          48           15          158          464          243            1
         153          457          885          981          244            1
         243          346          570           81          245            1
         722          895          855          800          246            1
         916          781          899          435          247            1
         250          835          292          931          248            1
          81          525          471          253          249            1
         529          452          304          500          250            1
         956          958          679          957          251            1
         475          315          388           52          252            1
         678           75          543          606          253            1
         952          603           90          322          254            1
         345          204          983          173          255            1
          58          614          416          989          256            1
         998          355          193          202          257            1
         425          176          905          136          258            1
         658          455          106          316          259            1
         306           57          125          335          260            1
         599           52          125          232          261            1
         790          316          810          976          262            1
         996          855          312          288          263            1
         296          218          257          598          264            1
         522          882          202          761          265            1
         652          964          482          943          266            1
         886          466          714          952          267            1
         821          611          568          772          268            1
         448          566          728          958          269            1
         835          395          873          185          270            1
         450          691          247          261          271            1
         453          397          339          614          272            1
         573          144           33          599          273            1
         786          866          638          486          274            1
         625          962          588          456          275            1
         146          885          337          620          276            1
         522          526          208          704          277            1
         446          178          690          966          278            1
         728          709          696          250          279            1
         538          160          331          707          280            1
         625          125          594          301          281            1
         601          135          320          739          282            1
         665          725          133          952          283            1
         236          291          803          485          284            1
         257            9          597          502          285            1
         559          568          659          519          286            1
         327           39          900          668          287            1
         943          521          166          169          288            1
          93          218            6          202          289            1
         220          958          878          534          290            1
         173           39           67          247          291            1
         141          813          934          725          292            1
         311          147            9           60          293            1
         239          258           84          435          294            1
         424          946          289          905          295            1
         441          515          804          958          296            1
         354          286          462          581          297            1
         720          869          619          737          298            1
         310          731          773          207          299            1
         290          446           55          964          300            1
         905          134          622          395          301            1
         202          414          851          848          302            1
         123          797          856          724          303            1
         260          927          411           49          304            1
          25          765          429          247          305            1
          98          601          183          532          306            1
         437          985           15          569          307            1
         557          604          953          831          308            1
         923          375          137          638          309            1
         821          784          305          421          310            1
         154          517          418          309          311            1
         875          342          812          677          312            1
         766          167          212          915          313            1
         319          502          871          999          314            1
          84          253          400          984          315            1
         682           34          600          292          316            1
         456          506          496          335          317            1
         374          429          528          859          318            1
         121          950          951          832          319            1
         518           65          105          824          320            1
         828          407          959          152          321            1
         162          209          717          575          322            1
         469          492          830          115          323            1
         875          381           58          276          324            1
         976          915          861          660          325            1
         308          501          908          291          326            1
         642          811          635          562          327            1
          24           63          113          984          328            1
         406          403          517          469          329            1
         720          309          487          321          330            1
         130          197          456          808          331            1
         889          281          209          549          332            1
        1000           14          554          961          333            1
         532          946          179          105          334            1
          29          120          176          568          335            1
         677          405          695          575          336            1
          86          125          778          332          337            1
         701           24          455          959          338            1
         877          567          576          278          339            1
         924          524          157          320          340            1
         620          118          733          577          341            1
         635          820           43          454          342            1
         235          411          421          763          343            1
         173          447          664          614          344            1
         262          913          687          133          345            1
         220          441          998          941          346            1
         410          722          256           57          347            1
         419          377          284          864          348            1
         302          433          903          723          349            1
         609          186          618          997          350            1
         991          601          275          774          351            1
          15          786          412          392          352            1
         767          671          927          594          353            1
         574          983          122          433          354            1
         545          428          140          933          355            1
         925          962            5          658          356            1
         802          945          467          461          357            1
         225          526          250          555          358            1
         725          912          145          526          359            1
         384          444          731          556          360            1
         858          822          930          971          361            1
         928          476          756          557          362            1
          66          875          833          349          363            1
         915          710          496          149          364            1
         471          669          359          877          365            1
         239          730          374          845          366            1
          89          162           70          195          367            1
         154          322          321          183          368            1
         130          681          377          287          369            1
         100          219          327          863          370            1
         546          161          657          946          371            1
         142          940          701          911          372            1
         862          666          626          172          373            1
         185          570          944          855          374            1
         365          878          973          104          375            1
         125          379          662           27          376            1
         476          211          539          673          377            1
         848          848          627          189          378            1
         631          269          465          225          379            1
          78          891          784           34          380            1
         945          354          636          417          381            1
         983          794          483           96          382            1
         183          722          134          785          383            1
         147          854          835          822          384            1
         182          300         1000          261          385            1
         671           43          953          954          386            1
         825          274          664          383          387            1
         824          875          252          167          388            1
         393          144          367          167          389            1
         829           75          801          430          390            1
         319          722          307           37          391            1
         221          982          547          944          392            1
         433          701          298          342          393            1
         586          864          637          678          394            1
         940          558          986          977          395            1
         137          149           69          669          396            1
         272          211          788           39          397            1
         651          121          136          374          398            1
         299          879          207           97          399            1
         665          687          646          945          400            1
         598          590          426          608          401            1
         118          142          385          897          402            1
         852          930          631           16          403            1
         600          195          465          337          404            1
         132           35          627           88          405            1
         362          191           91           92          406            1
         443          296          345          215          407            1
         230           74          880          375          408            1
         972          756          519          637          409            1
         216          284          506          813          410            1
         423          836          976          737          411            1
         627          850          622          457          412            1
         220          179          780          247          413            1
         297          586          393          131          414            1
         717           65          533          273          415            1
         735          113          568          674          416            1
         911          578          465          804          417            1
         850          455          338          311          418            1
         353          742          116           61          419            1
          27          717          677          148          420            1
         546          400          920          969          421            1
         454          647          819          257          422            1
         949          966           69          749          423            1
         265          616          875          540          424            1
         862          922          811          552          425            1
         887           65          960          884          426            1
         379          636          990          378          427            1
         297          535          453          716          428            1
         191           22          124          845          429            1
         232          208          450          909          430            1
         846          668           94          993          431            1
         412          198          117          179          432            1
         516          250          786          508          433            1
         798          145          287           68          434            1
         886          956          888          193          435            1
         553           50          669          939          436            1
         361          852          492          789          437            1
         241          634          203          714          438            1
         812          971          752           80          439            1
         474          580          573          114          440            1
         230          607          377          701          441            1
         141          107          912          549          442            1
         504          584          337          583          443            1
         827          354          892          469          444            1
          94          810          506          476          445            1
         456          889           81          381          446            1
         898          578          582          845          447            1
         201          204          548          133          448            1
          76          227          313          792          449            1
          40          384          147          300          450            1
         745          382          857           75          451            1
         559          660          826          972          452            1
         285           14          414          214          453            1
         378          640          277          326          454            1
         370          883          262          131          455            1
         147          254          556          634          456            1
          27          804          485          322          457            1
          95          135          688          756          458            1
         559          920          164          535          459            1
         800          975          705          320          460            1
         738          689          915          365          461            1
         903          478          872          853          462            1
         475          218          516           72          463            1
         191          820          591          324          464            1
         502          873          460          340          465            1
         712          740          627          365          466            1
         711          396           70          996          467            1
         316          814          951          326          468            1
         847          373          425          850          469            1
         276          912          431          859          470            1
           1           19          607          510          471            1
         584          863          642          676          472            1
         876          922          849          882          473            1
         872          354          612          519          474            1
         725          370          272          644          475            1
          84          260          255          468          476            1
         419          128          829          615          477            1
         340          820          423          689          478            1
         787          304          518          285          479            1
          14          506          214          633          480            1
         260          923          402          135          481            1
         139          240          494          721          482            1
         568          713          637          844          483            1
         868          794          332          222          484            1
         877          422          456           15          485            1
         500          515          613          938          486            1
         633          856          230          357          487            1
         753          491          400          993          488            1
         482          867          804          150          489            1
         968          700          358          797          490            1
         835          423          767           85          491            1
         432          579          537          890          492            1
         437          854           35          690          493            1
         369          313          709          523          494            1
         851           78          958          667          495            1
         499          613          619          605          496            1
         696          310          704          310          497            1
          52          605          670          484          498            1
         230          318          239          663          499            1
         182          313          674           63          500            1
          25          165          480          547          501            1
         751          791          244          187          502            1
         520          622          548          445          503            1
         716          200          982          516          504            1
         921          497          473           59          505            1
         387          254          273          837          506            1
         496          322          535          105          507            1
         869          205           42          406          508            1
         575          416          763          636          509            1
         868          746           94          582          510            1
         965          811          119          464          511            1
         687           12          401          921          512            1
         403          559          859          434          513            1
         725          392          621          910          514            1
          64           69          277          892          515            1
         484          648          887          482          516            1
         784           51          791          723          517            1
         947          116          520          109          518            1
         109          475          537          817          519            1
         748          584          306          974          520            1
         624          415          310          552          521            1
         150          230          552          576          522            1
         626          815          228          305          523            1
         531          786          175          231          524            1
         259          260          203          198          525            1
         925           55          509          272          526            1
         293          800          458          366          527            1
         621          339          678          901          528            1
         321          128          227          499          529            1
          69          579          180          414          530            1
         112          165          723          667          531            1
         394          274          230          945          532            1
         251          810          251          768          533            1
         804          614          982          187          534            1
         279          693           52          869          535            1
         743          411          727          950          536            1
         245          373          948          455          537            1
         176          572          958          913          538            1
         643          598          363          515          539            1
         399          219          889          140          540            1
         525          952          663           40          541            1
         653          884          339          858          542            1
         682          844          345          170          543            1
          47          668          849          159          544            1
         573          566          862          996          545            1
         522          237          540          522          546            1
         241          277          536          420          547            1
         379          897           23          575          548            1
         417           37          620           14          549            1
          62          727          603          980          550            1
         582          109          170          430          551            1
         606          823          924          737          552            1
         884          492          592          652          553            1
         604          899           74          606          554            1
         421          182          745          455          555            1
         958          202          388          775          556            1
         938          455          770           67          557            1
         834          937           46          939          558            1
         826          135          236          600          559            1
          49          983           71          266          560            1
         937          235          401          636          561            1
          25          490          785          790          562            1
         233          149          424          458          563            1
         151          135          458          208          564            1
         246          628          181          443          565            1
         780          256          688          438          566            1
         585          837          688          959          567            1
          52          161           61          728          568            1
          40          862          700          271          569            1
         746          932          241          765          570            1
         337          880          361          899          571            1
         942          792          671          583          572            1
         385          187          672          610          573            1
         685          439          121          823          574            1
         931          469          636          692          575            1
         160          667          873          493          576            1
         529          827          969          526          577            1
         230          508          942          731          578            1
         613          881          253          264          579            1
         401          351          358          477          580            1
         992          865          173          278          581            1
         204          873          838          721          582            1
          44           22          603          912          583            1
         268          579          850          133          584            1
         423          197          885          756          585            1
         963          360          642           55          586            1
         105          404          313           59          587            1
         996          593          491          257          588            1
         109          568          179          192          589            1
         280          848          828          257          590            1
         607          390          221          599          591            1
         281          499           63          790          592            1
         326          535          369          850          593            1
           2          504          317          364          594            1
         820          742            8          492          595            1
         853          670          706          606          596            1
          74          971           78          629          597            1
         630          385          717          337          598            1
         565           84          670          744          599            1
         584           94          148          876          600            1
         421          304          590          470            1            2
         697          995          905          618            2            2
          24          283          411          725            3            2
         171          830          532          779            4            2
         946          781          107          153            5            2
         650          597          518          902            6            2
         600          990          169          759            7            2
         525          278          924          113            8            2
         547          434          420          939            9            2
         645          320          243          817           10            2
           4          443          737            2           11            2
         952          576          754          968           12            2
         768          943           18          416           13            2
         638          215          991          748           14            2
         376          795          648          353           15            2
         159          941          738          940           16            2
         420           51          981          834           17            2
         126          284          121           35           18            2
         876          397          658          124           19            2
         111          986          661          290           20            2
         682            9          509          699           21            2
          47          802          218          787           22            2
         354          612          734          592           23            2
         669          216          913          725           24            2
         310          891          870          543           25            2
         640          109          561          739           26            2
         906          380          317          225           27            2
         847          968          531          388           28            2
         846          784          119          761           29            2
         464          461          707            4           30            2
          13          296          767          340           31            2
         316          755          145          913           32            2
         194          342           25          687           33            2
         471           57           39          748           34            2
         642          470          248          475           35            2
         913           89          894          557           36            2
         320          883            3          497           37            2
         964          845          717          872           38            2
          33          723          435          969           39            2
         571          347          129          169           40            2
         194          435          284          548           41            2
         601           22           41          793           42            2
         452          121          906          193           43            2
         816          702          116          384           44            2
         381          296          651          337           45            2
          61           52          651          967           46            2
         208          317           99          334           47            2
         785          105          436            6           48            2
         756          803          489          649           49            2
         390          673          806          925           50            2
         970          912          342          628           51            2
         689          609          221          873           52            2
         483           81          629          928           53            2
         994          936          818          355           54            2
         380          799          471          436           55            2
         219          975          635          396           56            2
         610          760          698          605           57            2
         624          254          984          277           58            2
         680          962          623          324           59            2
         313          289          304          729           60            2
         659           85          456          763           61            2
         453          564          479          495           62            2
         293          502          324          129           63            2
         149          421          976          305           64            2
         883          758          748          168           65            2
         318          356           77           50           66            2
          41          447          437          849           67            2
         464          328          620          522           68            2
         715          522          983          504           69            2
         524          578           94          812           70            2
         557          971          775          884           71            2
         544          765          207          232           72            2
         542          180          434          325           73            2
          54          672          577           88           74            2
         109          310          147          119           75            2
         450          127          731          247           76            2
          84          658          522          998           77            2
         379          250          544          169           78            2
         777          476          709          848           79            2
         814          509          687          745           80            2
         855          687          865          568           81            2
         125          621          627          965           82            2
         736          616          182          937           83            2
         790          477          114          283           84            2
         773          732          541          125           85            2
         984          510          961          914           86            2
         280          545          329          898           87            2
         563           77          778          778           88            2
          16          457          280          736           89            2
         143          770          764           84           90            2
         759          696          991           55           91            2
         130          249          926          294           92            2
         904          407          849          603           93            2
         547          622          971          892           94            2
         962          268          320          740           95            2
         719          137          241          446           96            2
         837          734          264           91           97            2
         569          960          272          125           98            2
         499          178          442          599           99            2
         848          950           25          572          100            2
         240          633          512          800          101            2
         189          145          418          965          102            2
         108           30          772          180          103            2
         931          343           74           32          104            2
         425          307          722          928          105            2
         403          292           55          575          106            2
         878          417          721          801          107            2
         746          278          949          678          108            2
         934          498           41          623          109            2
         335          879          622          361          110            2
         588          301          749          486          111            2
          16          211          349          165          112            2
         539          580          854          388          113            2
         677          257          396          456          114            2
         633          319          987          549          115            2
         168          827          339          806          116            2
         347          309          326           45          117            2
         943          589          533          819          118            2
         457          663          854          983          119            2
         539          872          819          878          120            2
         915          578          268          616          121            2
         304          573          933          720          122            2
          69          517          917          491          123            2
         971          658          284          896          124            2
         401          197          184          985          125            2
         104          268          515          631          126            2
         573          101          347          732          127            2
         133          154           81          550          128            2
         102          859           76          970          129            2
         430           91          209          175          130            2
         892          469           61          655          131            2
         917          867          593          385          132            2
         935          179          843           65          133            2
          70          592          281          809          134            2
         867          961          259          893          135            2
          37          384           26          640          136            2
         144          862          196          262          137            2
         524          943           24          487          138            2
         907          210          834          994          139            2
         626          343          727           20          140            2
         720          970          871          579          141            2
         339          267          768          657          142            2
         370          531          544          118          143            2
         994          547          802          952          144            2
         444          967          410          824          145            2
         609          830          994          392          146            2
         445          616          716          447          147            2
         528          353          481          181          148            2
           7           31           35          677          149            2
          76          649          200          736          150            2
         416          800          708          599          151            2
         948          836          351          727          152            2
         848          138          438          850          153            2
          24          348          641           65          154            2
         997          310           74           95          155            2
         610          378          988          253          156            2
         115          554          308           52          157            2
         672          674          897          597          158            2
         338          893          731           63          159            2
         554          587          979           85          160            2
         720          982          398          322          161            2
         388          487           76          448          162            2
         120          201          481          330          163            2
         870          139          618          858          164            2
         327          981          754          621          165            2
         926          273          363          877          166            2
          15          761           44          454          167            2
         386          699          701          312          168            2
         482          170          471          193          169            2
         409          581          127          591          170            2
         594          660          541          894          171            2
         530          652          175          416          172            2
         909          127          535          685          173            2
         279          451          596          328          174            2
         927          382          638          703          175            2
         943          161          667           58          176            2
         850          247           78          853          177            2
          23          865          160          669          178            2
         287          764          312          993          179            2
         212          299          763          234          180            2
         850          292          175          398          181            2
         521          595          117          533          182            2
         751          319          833          210          183            2
         901          744          322          583          184            2
         307          162          511          977          185            2
         217          719           80          128          186            2
         893          379           83          640          187            2
         905          499          993          313          188            2
         587          874           22          572          189            2
         821           53            4          298          190            2
         187          556          117          676          191            2
         536          224          322          267          192            2
         949          970          251          586          193            2
         335          254          594          596          194            2
         481          610          916          839          195            2
         800          152           16          969          196            2
         655          755          666          155          197            2
         507          488          878          661          198            2
          64          854           92          959          199            2
         716          381           96          611          200            2
         768          940          750          828          201            2
         338           74          366           61          202            2
         536          250          896          737          203            2
         800          833          888          932          204            2
         952          495          568           60          205            2
         115          702          512          513          206            2
          93          643          655          582          207            2
         491          546          245          194          208            2
         163          112          952          843          209            2
         458          313          666           45          210            2
         617          543          898          670          211            2
         551           21           70          699          212            2
         658          335          514          809          213            2
         373          159          241          197          214            2
         186          406          626          952          215            2
         147          508          172          758          216            2
         395          807          563          859          217            2
         190          462          159          888          218            2
         533          125          593          575          219            2
         555          401          770          581          220            2
         489            1          344          747          221            2
         977          687          394          866          222            2
         459          958          640           23          223            2
         991          181          647          156          224            2
         256          510          945          180          225            2
         818          569          838          278          226            2
         657          964          595          376          227            2
         824          969          903          613          228            2
         838          146          394          489          229            2
         718          619          525          665          230            2
          63          914          407          244          231            2
          36          101          490          741          232            2
         916          210          919           75          233            2
          71          176          936          953          234            2
         250          904          193          915          235            2
         432          865          231          387          236            2
         335          940          556          204          237            2
         325          481          906          301          238            2
         168          729            7          463          239            2
         255          113          849          598          240            2
          16          511          430          744          241            2
         543          530          581          490          242            2
          15           48          158          464          243            2
         457          153          885          981          244            2
         346          243          570           81          245            2
         895          722          855          800          246            2
         781          916          899          435          247            2
         835          250          292          931          248            2
         525           81          471          253          249            2
         452          529          304          500          250            2
         958          956          679          957          251            2
         315          475          388           52          252            2
          75          678          543          606          253            2
         603          952           90          322          254            2
         204          345          983          173          255            2
         614           58          416          989          256            2
         355          998          193          202          257            2
         176          425          905          136          258            2
         455          658          106          316          259            2
          57          306          125          335          260            2
          52          599          125          232          261            2
         316          790          810          976          262            2
         855          996          312          288          263            2
         218          296          257          598          264            2
         882          522          202          761          265            2
         964          652          482          943          266            2
         466          886          714          952          267            2
         611          821          568          772          268            2
         566          448          728          958          269            2
         395          835          873          185          270            2
         691          450          247          261          271            2
         397          453          339          614          272            2
         144          573           33          599          273            2
         866          786          638          486          274            2
         962          625          588          456          275            2
         885          146          337          620          276            2
         526          522          208          704          277            2
         178          446          690          966          278            2
         709          728          696          250          279            2
         160          538          331          707          280            2
         125          625          594          301          281            2
         135          601          320          739          282            2
         725          665          133          952          283            2
         291          236          803          485          284            2
           9          257          597          502          285            2
         568          559          659          519          286            2
          39          327          900          668          287            2
         521          943          166          169          288            2
         218           93            6          202          289            2
         958          220          878          534          290            2
          39          173           67          247          291            2
         813          141          934          725          292            2
         147          311            9           60          293            2
         258          239           84          435          294            2
         946          424          289          905          295            2
         515          441          804          958          296            2
         286          354          462          581          297            2
         869          720          619          737          298            2
         731          310          773          207          299            2
         446          290           55          964          300            2
         134          905          622          395          301            2
         414          202          851          848          302            2
         797          123          856          724          303            2
         927          260          411           49          304            2
         765           25          429          247          305            2
         601           98          183          532          306            2
         985          437           15          569          307            2
         604          557          953          831          308            2
         375          923          137          638          309            2
         784          821          305          421          310            2
         517          154          418          309          311            2
         342          875          812          677          312            2
         167          766          212          915          313            2
         502          319          871          999          314            2
         253           84          400          984          315            2
          34          682          600          292          316            2
         506          456          496          335          317            2
         429          374          528          859          318            2
         950          121          951          832          319            2
          65          518          105          824          320            2
         407          828          959          152          321            2
         209          162          717          575          322            2
         492          469          830          115          323            2
         381          875           58          276          324            2
         915          976          861          660          325            2
         501          308          908          291          326            2
         811          642          635          562          327            2
          63           24          113          984          328            2
         403          406          517          469          329            2
         309          720          487          321          330            2
         197          130          456          808          331            2
         281          889          209          549          332            2
          14         1000          554          961          333            2
         946          532          179          105          334            2
         120           29          176          568          335            2
         405          677          695          575          336            2
         125           86          778          332          337            2
          24          701          455          959          338            2
         567          877          576          278          339            2
         524          924          157          320          340            2
         118          620          733          577          341            2
         820          635           43          454          342            2
         411          235          421          763          343            2
         447          173          664          614          344            2
         913          262          687          133          345            2
         441          220          998          941          346            2
         722          410          256           57          347            2
         377          419          284          864          348            2
         433          302          903          723          349            2
         186          609          618          997          350            2
         601          991          275          774          351            2
         786           15          412          392          352            2
         671          767          927          594          353            2
         983          574          122          433          354            2
         428          545          140          933          355            2
         962          925            5          658          356            2
         945          802          467          461          357            2
         526          225          250          555          358            2
         912          725          145          526          359            2
         444          384          731          556          360            2
         822          858          930          971          361            2
         476          928          756          557          362            2
         875           66          833          349          363            2
         710          915          496          149          364            2
         669          471          359          877          365            2
         730          239          374          845          366            2
         162           89           70          195          367            2
         322          154          321          183          368            2
         681          130          377          287          369            2
         219          100          327          863          370            2
         161          546          657          946          371            2
         940          142          701          911          372            2
         666          862          626          172          373            2
         570          185          944          855          374            2
         878          365          973          104          375            2
         379          125          662           27          376            2
         211          476          539          673          377            2
         848          848          627          189          378            2
         269          631          465          225          379            2
         891           78          784           34          380            2
         354          945          636          417          381            2
         794          983          483           96          382            2
         722          183          134          785          383            2
         854          147          835          822          384            2
         300          182         1000          261          385            2
          43          671          953          954          386            2
         274          825          664          383          387            2
         875          824          252          167          388            2
         144          393          367          167          389            2
          75          829          801          430          390            2
         722          319          307           37          391            2
         982          221          547          944          392            2
         701          433          298          342          393            2
         864          586          637          678          394            2
         558          940          986          977          395            2
         149          137           69          669          396            2
         211          272          788           39          397            2
         121          651          136          374          398            2
         879          299          207           97          399            2
         687          665          646          945          400            2
         590          598          426          608          401            2
         142          118          385          897          402            2
         930          852          631           16          403            2
         195          600          465          337          404            2
          35          132          627           88          405            2
         191          362           91           92          406            2
         296          443          345          215          407            2
          74          230          880          375          408            2
         756          972          519          637          409            2
         284          216          506          813          410            2
         836          423          976          737          411            2
         850          627          622          457          412            2
         179          220          780          247          413            2
         586          297          393          131          414            2
          65          717          533          273          415            2
         113          735          568          674          416            2
         578          911          465          804          417            2
         455          850          338          311          418            2
         742          353          116           61          419            2
         717           27          677          148          420            2
         400          546          920          969          421            2
         647          454          819          257          422            2
         966          949           69          749          423            2
         616          265          875          540          424            2
         922          862          811          552          425            2
