     Largura       Altura     Profund.        Valor       Numero      Rotacao
           7            3            2           20            1            1
           7            3            4           24            2            1
          13            3            4           39            3            1
          13            3            2           34            4            1
           7            3            2           23            5            1
          13            3            4           38            6            1
          13            4            2           45            7            1
           5            4            4           30            8            1
           7            4            2           29            9            1
           5            4            4           27           10            1
           5            4            4           30           11            1
          13            4            4           47           12            1
           5            4            2           25           13            1
           7            4            2           29           14            1
          13            5            4           63           15            1
          13            5            4           63           16            1
           5            5            4           34           17            1
           5            5            2           31           18            1
           7            5            2           34           19            1
           5            5            4           36           20            1
           7            5            2           34           21            1
           7            6            4           49           22            1
           5            6            2           37           23            1
           5            6            4           41           24            1
           7            6            2           44           25            1
          13            6            4           76           26            1
           5            6            2           36           27            1
           7            6            2           44           28            1
          13            6            4           79           29            1
          13            6            2           64           30            1
           7            6            4           54           31            1
           5            7            4           48           32            1
           7            7            2           48           33            1
           7            7            2           53           34            1
           7            7            2           51           35            1
           5            7            2           39           36            1
          13            7            2           83           37            1
           7            7            4           57           38            1
          13            7            2           79           39            1
          13            7            2           83           40            1
           5            7            2           44           41            1
           7            7            2           51           42            1
          13            7            4           92           43            1
           5            7            2           39           44            1
           7            7            4           63           45            1
           7            7            4           57           46            1
           5            7            2           42           47            1
           7            7            4           60           48            1
           7            8            2           58           49            1
          13            8            4           95           50            1
           5            8            4           55           51            1
           7            8            2           61           52            1
          13            9            2           96           53            1
           5            9            2           56           54            1
           7            9            2           62           55            1
           5            9            4           69           56            1
           7            9            4           78           57            1
           5            9            4           69           58            1
           7            9            4           78           59            1
           7           10            4           90           60            1
           7           10            2           73           61            1
          13           10            4          132           62            1
           5           10            2           60           63            1
           7           10            2           76           64            1
           5           10            4           76           65            1
           7           11            4           95           66            1
           5           11            4           81           67            1
           5           11            4           76           68            1
           5           11            2           66           69            1
           5           11            2           69           70            1
           5           11            2           66           71            1
          13           11            4          146           72            1
           5           11            4           81           73            1
          13           12            4          143           74            1
          13           12            4          152           75            1
           5           12            2           68           76            1
          13           13            2          154           77            1
           5           13            4           90           78            1
          13           13            4          172           79            1
           7           13            2           99           80            1
          13           13            4          155           81            1
           5           13            4           95           82            1
           7           13            2           95           83            1
           5           13            2           73           84            1
           5           14            4          107           85            1
          13           14            4          178           86            1
           7           14            2          107           87            1
           7           14            2          107           88            1
          13           15            4          179           89            1
           5           15            2           85           90            1
           7           15            2          110           91            1
           5           15            4          115           92            1
           5           15            2           85           93            1
           7           15            2          110           94            1
           7           15            4          136           95            1
           3            7            2           20            1            2
           3            7            4           24            2            2
           3           13            4           39            3            2
           3           13            2           34            4            2
           3            7            2           23            5            2
           3           13            4           38            6            2
           4           13            2           45            7            2
           4            5            4           30            8            2
           4            7            2           29            9            2
           4            5            4           27           10            2
           4            5            4           30           11            2
           4           13            4           47           12            2
           4            5            2           25           13            2
           4            7            2           29           14            2
           5           13            4           63           15            2
           5           13            4           63           16            2
           5            5            4           34           17            2
           5            5            2           31           18            2
           5            7            2           34           19            2
           5            5            4           36           20            2
           5            7            2           34           21            2
           6            7            4           49           22            2
           6            5            2           37           23            2
           6            5            4           41           24            2
           6            7            2           44           25            2
           6           13            4           76           26            2
           6            5            2           36           27            2
           6            7            2           44           28            2
           6           13            4           79           29            2
           6           13            2           64           30            2
           6            7            4           54           31            2
           7            5            4           48           32            2
           7            7            2           48           33            2
           7            7            2           53           34            2
           7            7            2           51           35            2
           7            5            2           39           36            2
           7           13            2           83           37            2
           7            7            4           57           38            2
           7           13            2           79           39            2
           7           13            2           83           40            2
           7            5            2           44           41            2
           7            7            2           51           42            2
           7           13            4           92           43            2
           7            5            2           39           44            2
           7            7            4           63           45            2
           7            7            4           57           46            2
           7            5            2           42           47            2
           7            7            4           60           48            2
           8            7            2           58           49            2
           8           13            4           95           50            2
           8            5            4           55           51            2
           8            7            2           61           52            2
           9           13            2           96           53            2
           9            5            2           56           54            2
           9            7            2           62           55            2
           9            5            4           69           56            2
           9            7            4           78           57            2
           9            5            4           69           58            2
           9            7            4           78           59            2
          10            7            4           90           60            2
          10            7            2           73           61            2
          10           13            4          132           62            2
          10            5            2           60           63            2
          10            7            2           76           64            2
          10            5            4           76           65            2
          11            7            4           95           66            2
          11            5            4           81           67            2
          11            5            4           76           68            2
          11            5            2           66           69            2
          11            5            2           69           70            2
          11            5            2           66           71            2
          11           13            4          146           72            2
          11            5            4           81           73            2
          12           13            4          143           74            2
          12           13            4          152           75            2
          12            5            2           68           76            2
          13           13            2          154           77            2
          13            5            4           90           78            2
          13           13            4          172           79            2
          13            7            2           99           80            2
          13           13            4          155           81            2
          13            5            4           95           82            2
          13            7            2           95           83            2
          13            5            2           73           84            2
          14            5            4          107           85            2
          14           13            4          178           86            2
          14            7            2          107           87            2
          14            7            2          107           88            2
          15           13            4          179           89            2
          15            5            2           85           90            2
          15            7            2          110           91            2
          15            5            4          115           92            2
          15            5            2           85           93            2
          15            7            2          110           94            2
          15            7            4          136           95            2
