     Largura       Altura     Profund.        Valor       Numero      Rotacao
           7            3            2           22            1            1
           5            3            2           17            2            1
           7            3            4           24            3            1
          13            3            4           39            4            1
           7            3            2           23            5            1
          13            4            4           53            6            1
           7            4            4           32            7            1
           7            4            4           34            8            1
          13            5            4           66            9            1
           7            5            4           40           10            1
          13            5            2           59           11            1
           7            5            2           36           12            1
          13            5            2           53           13            1
          13            5            4           63           14            1
           7            6            4           49           15            1
          13            6            2           71           16            1
           5            6            2           36           17            1
           7            6            2           46           18            1
          13            7            4           92           19            1
           5            7            2           39           20            1
           7            7            2           48           21            1
          13            8            2           95           22            1
          13            8            2           91           23            1
          13            9            4          114           24            1
           5            9            2           56           25            1
          13            9            2           96           26            1
           7            9            4           78           27            1
          13            9            2           96           28            1
          13           10            2          107           29            1
          13           10            2          113           30            1
           5           10            2           62           31            1
          13           10            2          118           32            1
          13           10            4          119           33            1
           5           10            2           62           34            1
          13           11            2          125           35            1
          13           11            4          140           36            1
           7           11            2           76           37            1
           7           11            4           90           38            1
           5           11            4           76           39            1
           5           12            2           75           40            1
           7           12            2           83           41            1
          13           12            2          136           42            1
           7           12            2           92           43            1
           5           12            2           68           44            1
           7           12            2           88           45            1
           5           12            4           88           46            1
           7           13            4          118           47            1
           5           13            4           90           48            1
           5           13            2           81           49            1
           7           13            2           95           50            1
           7           14            2          107           51            1
           7           14            2           97           52            1
           5           14            2           84           53            1
           5           14            4          103           54            1
          13           14            2          166           55            1
          13           15            4          190           56            1
           5           15            2           90           57            1
           7           15            2          110           58            1
          13           15            2          178           59            1
          13           15            2          170           60            1
           3            7            2           22            1            2
           3            5            2           17            2            2
           3            7            4           24            3            2
           3           13            4           39            4            2
           3            7            2           23            5            2
           4           13            4           53            6            2
           4            7            4           32            7            2
           4            7            4           34            8            2
           5           13            4           66            9            2
           5            7            4           40           10            2
           5           13            2           59           11            2
           5            7            2           36           12            2
           5           13            2           53           13            2
           5           13            4           63           14            2
           6            7            4           49           15            2
           6           13            2           71           16            2
           6            5            2           36           17            2
           6            7            2           46           18            2
           7           13            4           92           19            2
           7            5            2           39           20            2
           7            7            2           48           21            2
           8           13            2           95           22            2
           8           13            2           91           23            2
           9           13            4          114           24            2
           9            5            2           56           25            2
           9           13            2           96           26            2
           9            7            4           78           27            2
           9           13            2           96           28            2
          10           13            2          107           29            2
          10           13            2          113           30            2
          10            5            2           62           31            2
          10           13            2          118           32            2
          10           13            4          119           33            2
          10            5            2           62           34            2
          11           13            2          125           35            2
          11           13            4          140           36            2
          11            7            2           76           37            2
          11            7            4           90           38            2
          11            5            4           76           39            2
          12            5            2           75           40            2
          12            7            2           83           41            2
          12           13            2          136           42            2
          12            7            2           92           43            2
          12            5            2           68           44            2
          12            7            2           88           45            2
          12            5            4           88           46            2
          13            7            4          118           47            2
          13            5            4           90           48            2
          13            5            2           81           49            2
          13            7            2           95           50            2
          14            7            2          107           51            2
          14            7            2           97           52            2
          14            5            2           84           53            2
          14            5            4          103           54            2
          14           13            2          166           55            2
          15           13            4          190           56            2
          15            5            2           90           57            2
          15            7            2          110           58            2
          15           13            2          178           59            2
          15           13            2          170           60            2
