     Largura       Altura     Profund.        Valor       Numero      Rotacao
           7            3            4           24            1            1
           5            7            4           53            2            1
          13            8            4          106            3            1
           5           11            4           81            4            1
           5           12            2           68            5            1
           5           13            2           73            6            1
           7           14            4          114            7            1
           7           14            2           97            8            1
           5           14            4           97            9            1
           7           15            4          122           10            1
           3            7            4           24            1            2
           7            5            4           53            2            2
           8           13            4          106            3            2
          11            5            4           81            4            2
          12            5            2           68            5            2
          13            5            2           73            6            2
          14            7            4          114            7            2
          14            7            2           97            8            2
          14            5            4           97            9            2
          15            7            4          122           10            2
