     Largura       Altura     Profund.        Valor       Numero      Rotacao
         572           14          195          869            1            1
          48          466          857          824            2            1
         772          626          838          173            3            1
          75          282          694          272            4            1
         155          670          379          895            5            1
         904           54          633          210            6            1
         908          733          859          374            7            1
         619          434          217          192            8            1
         400          640          408          859            9            1
         753          143          913          950           10            1
         479          996          954          755           11            1
         506          469          144          126           12            1
         401          605            5          677           13            1
         737          577          926          715           14            1
          80          110          260          118           15            1
         901          167          992          668           16            1
         701          505          117          967           17            1
         803          132          904          655           18            1
         813          519           30          368           19            1
         852          222          563          165           20            1
         728          362          313          827           21            1
         876          704          477          639           22            1
         960           59          626          751           23            1
          62          758          740          952           24            1
         278          344          712          853           25            1
         616          657          887          786           26            1
         147          569          824          249           27            1
         662          300          555          649           28            1
         230          261          734          474           29            1
         900          791          224          732           30            1
         328           61          462          450           31            1
         486          253          108          598           32            1
         831          142          536          294           33            1
         789          773          284           98           34            1
         321          618          235          721           35            1
         590          400          244          926           36            1
         611          694          523          923           37            1
         956          448          783          267           38            1
         567          213          764          476           39            1
         683          665          556          345           40            1
         678          977          606          120           41            1
         570          351          480          873           42            1
         902          100           58          790           43            1
         561          845          198          344           44            1
         790          304           45          226           45            1
          79          423          921          476           46            1
         534          890          270          127           47            1
         870           78            7          656           48            1
         901          238          768          310           49            1
         841          715          663          755           50            1
         566           16          517          922           51            1
         807          136          687          639           52            1
         720          320          832          957           53            1
         792          694            5          125           54            1
         857          686          945           47           55            1
         513          640          435          348           56            1
         389          248          381          425           57            1
         528          331          620          117           58            1
         426           44          101          852           59            1
         136           29          553          946           60            1
         462          618          903          215           61            1
         678          844          640          381           62            1
         285          125          215          903           63            1
         827          310          891          488           64            1
         955          827          263          748           65            1
         983          763          749          808           66            1
         749          850          636          596           67            1
         917          964          875          315           68            1
         791          954           95          214           69            1
         422          849          284          507           70            1
           2           82          961          386           71            1
         311          836          279          640           72            1
         678          149          340          529           73            1
         809          457          610          551           74            1
         924          349          797          443           75            1
         307          264          967          531           76            1
         691            2          985          167           77            1
         721          878          337          472           78            1
         880          267          737          972           79            1
         405          943          519          465           80            1
         512          183          566          111           81            1
         417          275          954          773           82            1
