     Largura       Altura     Profund.        Valor       Numero      Rotacao
          13            3            4           35            1            1
          13            3            4           35            2            1
           5            3            4           23            3            1
           7            3            2           20            4            1
           5            3            2           18            5            1
           5            3            4           22            6            1
          13            4            4           50            7            1
           5            4            4           29            8            1
           7            4            2           30            9            1
          13            4            2           42           10            1
          13            4            4           53           11            1
           5            4            2           22           12            1
           5            4            4           27           13            1
           7            4            2           30           14            1
           5            5            4           36           15            1
           7            5            2           34           16            1
           7            5            4           45           17            1
           5            5            2           28           18            1
           5            5            2           30           19            1
           7            5            4           45           20            1
          13            5            2           59           21            1
           5            6            4           44           22            1
           7            6            4           54           23            1
          13            6            2           64           24            1
          13            6            2           71           25            1
           7            6            2           41           26            1
           5            6            2           36           27            1
           7            6            2           44           28            1
           7            6            4           52           29            1
           7            6            2           41           30            1
           5            6            2           34           31            1
          13            7            2           83           32            1
           7            7            2           48           33            1
          13            7            4           92           34            1
          13            7            2           74           35            1
           5            7            4           53           36            1
           7            7            4           60           37            1
          13            7            2           83           38            1
           5            7            4           51           39            1
           7            7            2           53           40            1
           7            7            4           60           41            1
           5            7            4           53           42            1
           7            7            2           51           43            1
           7            7            2           53           44            1
          13            7            2           83           45            1
           5            7            2           42           46            1
           7            7            4           60           47            1
          13            7            4           83           48            1
           5            8            4           58           49            1
           7            8            4           72           50            1
           5            8            4           58           51            1
           7            8            2           61           52            1
           5            8            4           58           53            1
           7            8            2           55           54            1
           7            9            2           66           55            1
           7            9            4           73           56            1
          13            9            4          119           57            1
           5            9            4           62           58            1
           7            9            4           81           59            1
           5            9            2           56           60            1
           7            9            2           62           61            1
           5            9            2           54           62            1
           5           10            4           73           63            1
           5           10            4           69           64            1
           5           10            4           76           65            1
           5           10            4           73           66            1
          13           10            2          118           67            1
           5           10            2           62           68            1
          13           11            4          131           69            1
          13           11            4          131           70            1
           5           11            2           66           71            1
          13           11            4          146           72            1
           5           11            4           76           73            1
          13           11            2          125           74            1
           7           11            2           84           75            1
          13           11            4          140           76            1
           5           12            4           88           77            1
           7           12            2           83           78            1
           5           12            2           72           79            1
           5           12            4           83           80            1
          13           13            2          154           81            1
           7           13            2           90           82            1
           7           13            4          118           83            1
          13           13            2          139           84            1
           5           13            2           78           85            1
           7           13            4          106           86            1
           5           13            4           90           87            1
           5           13            4           90           88            1
           7           14            2          107           89            1
           7           14            2          103           90            1
           7           14            2          107           91            1
           5           14            2           88           92            1
           5           14            4           97           93            1
           7           15            4          122           94            1
           7           15            2          103           95            1
           5           15            2           94           96            1
          13           15            2          170           97            1
           7           15            4          136           98            1
           5           15            4          115           99            1
           7           15            2          103          100            1
           3           13            4           35            1            2
           3           13            4           35            2            2
           3            5            4           23            3            2
           3            7            2           20            4            2
           3            5            2           18            5            2
           3            5            4           22            6            2
           4           13            4           50            7            2
           4            5            4           29            8            2
           4            7            2           30            9            2
           4           13            2           42           10            2
           4           13            4           53           11            2
           4            5            2           22           12            2
           4            5            4           27           13            2
           4            7            2           30           14            2
           5            5            4           36           15            2
           5            7            2           34           16            2
           5            7            4           45           17            2
           5            5            2           28           18            2
           5            5            2           30           19            2
           5            7            4           45           20            2
           5           13            2           59           21            2
           6            5            4           44           22            2
           6            7            4           54           23            2
           6           13            2           64           24            2
           6           13            2           71           25            2
           6            7            2           41           26            2
           6            5            2           36           27            2
           6            7            2           44           28            2
           6            7            4           52           29            2
           6            7            2           41           30            2
           6            5            2           34           31            2
           7           13            2           83           32            2
           7            7            2           48           33            2
           7           13            4           92           34            2
           7           13            2           74           35            2
           7            5            4           53           36            2
           7            7            4           60           37            2
           7           13            2           83           38            2
           7            5            4           51           39            2
           7            7            2           53           40            2
           7            7            4           60           41            2
           7            5            4           53           42            2
           7            7            2           51           43            2
           7            7            2           53           44            2
           7           13            2           83           45            2
           7            5            2           42           46            2
           7            7            4           60           47            2
           7           13            4           83           48            2
           8            5            4           58           49            2
           8            7            4           72           50            2
           8            5            4           58           51            2
           8            7            2           61           52            2
           8            5            4           58           53            2
           8            7            2           55           54            2
           9            7            2           66           55            2
           9            7            4           73           56            2
           9           13            4          119           57            2
           9            5            4           62           58            2
           9            7            4           81           59            2
           9            5            2           56           60            2
           9            7            2           62           61            2
           9            5            2           54           62            2
          10            5            4           73           63            2
          10            5            4           69           64            2
          10            5            4           76           65            2
          10            5            4           73           66            2
          10           13            2          118           67            2
          10            5            2           62           68            2
          11           13            4          131           69            2
          11           13            4          131           70            2
          11            5            2           66           71            2
          11           13            4          146           72            2
          11            5            4           76           73            2
          11           13            2          125           74            2
          11            7            2           84           75            2
          11           13            4          140           76            2
          12            5            4           88           77            2
          12            7            2           83           78            2
          12            5            2           72           79            2
          12            5            4           83           80            2
          13           13            2          154           81            2
          13            7            2           90           82            2
          13            7            4          118           83            2
          13           13            2          139           84            2
          13            5            2           78           85            2
          13            7            4          106           86            2
          13            5            4           90           87            2
          13            5            4           90           88            2
          14            7            2          107           89            2
          14            7            2          103           90            2
          14            7            2          107           91            2
          14            5            2           88           92            2
          14            5            4           97           93            2
          15            7            4          122           94            2
          15            7            2          103           95            2
          15            5            2           94           96            2
          15           13            2          170           97            2
          15            7            4          136           98            2
          15            5            4          115           99            2
          15            7            2          103          100            2
