     Largura       Altura     Profund.        Valor       Numero      Rotacao
          13            3            4           38            1            1
           5            4            4           30            2            1
          13            4            2           45            3            1
           7            4            2           30            4            1
           7            5            4           43            5            1
          13            6            2           71            6            1
           5            7            4           48            7            1
          13            9            4          114            8            1
           5            9            2           51            9            1
           7            9            2           69           10            1
           5           10            4           73           11            1
           5           10            2           60           12            1
           5           10            4           76           13            1
          13           10            4          119           14            1
          13           12            2          136           15            1
           5           13            4           99           16            1
           7           15            2          115           17            1
          13           15            2          178           18            1
           5           15            4          115           19            1
           7           15            2          110           20            1
           3           13            4           38            1            2
           4            5            4           30            2            2
           4           13            2           45            3            2
           4            7            2           30            4            2
           5            7            4           43            5            2
           6           13            2           71            6            2
           7            5            4           48            7            2
           9           13            4          114            8            2
           9            5            2           51            9            2
           9            7            2           69           10            2
          10            5            4           73           11            2
          10            5            2           60           12            2
          10            5            4           76           13            2
          10           13            4          119           14            2
          12           13            2          136           15            2
          13            5            4           99           16            2
          15            7            2          115           17            2
          15           13            2          178           18            2
          15            5            4          115           19            2
          15            7            2          110           20            2
