     Largura       Altura     Profund.        Valor       Numero      Rotacao
          13            3            2           34            1            1
          13            3            2           32            2            1
           5            3            4           22            3            1
           7            3            2           22            4            1
           7            3            2           23            5            1
          13            4            4           53            6            1
          13            4            2           47            7            1
           7            5            4           40            8            1
          13            5            4           63            9            1
           7            5            4           43           10            1
           7            5            4           45           11            1
           7            5            4           45           12            1
           5            5            2           28           13            1
           7            5            4           43           14            1
          13            6            4           71           15            1
          13            6            4           71           16            1
           7            6            2           46           17            1
          13            7            4           92           18            1
          13            7            4           89           19            1
           5            7            4           48           20            1
           7            8            2           55           21            1
           7            8            4           69           22            1
           7            8            4           65           23            1
          13            8            2           95           24            1
          13            8            2           95           25            1
           7            8            4           69           26            1
          13            9            4          114           27            1
           7            9            4           81           28            1
           7            9            4           78           29            1
           7            9            4           73           30            1
          13           10            4          127           31            1
          13           10            4          127           32            1
          13           11            4          140           33            1
          13           11            4          146           34            1
           7           11            2           81           35            1
           7           11            2           84           36            1
          13           11            4          131           37            1
           5           11            4           84           38            1
           7           11            4           99           39            1
          13           11            4          131           40            1
           5           12            2           75           41            1
          13           12            4          143           42            1
           7           12            4          104           43            1
           7           13            4          106           44            1
           7           13            4          106           45            1
           7           13            4          106           46            1
          13           14            2          149           47            1
          13           14            4          167           48            1
          13           15            2          170           49            1
          13           15            2          178           50            1
           3           13            2           34            1            2
           3           13            2           32            2            2
           3            5            4           22            3            2
           3            7            2           22            4            2
           3            7            2           23            5            2
           4           13            4           53            6            2
           4           13            2           47            7            2
           5            7            4           40            8            2
           5           13            4           63            9            2
           5            7            4           43           10            2
           5            7            4           45           11            2
           5            7            4           45           12            2
           5            5            2           28           13            2
           5            7            4           43           14            2
           6           13            4           71           15            2
           6           13            4           71           16            2
           6            7            2           46           17            2
           7           13            4           92           18            2
           7           13            4           89           19            2
           7            5            4           48           20            2
           8            7            2           55           21            2
           8            7            4           69           22            2
           8            7            4           65           23            2
           8           13            2           95           24            2
           8           13            2           95           25            2
           8            7            4           69           26            2
           9           13            4          114           27            2
           9            7            4           81           28            2
           9            7            4           78           29            2
           9            7            4           73           30            2
          10           13            4          127           31            2
          10           13            4          127           32            2
          11           13            4          140           33            2
          11           13            4          146           34            2
          11            7            2           81           35            2
          11            7            2           84           36            2
          11           13            4          131           37            2
          11            5            4           84           38            2
          11            7            4           99           39            2
          11           13            4          131           40            2
          12            5            2           75           41            2
          12           13            4          143           42            2
          12            7            4          104           43            2
          13            7            4          106           44            2
          13            7            4          106           45            2
          13            7            4          106           46            2
          14           13            2          149           47            2
          14           13            4          167           48            2
          15           13            2          170           49            2
          15           13            2          178           50            2
